sr_no,date_of_complaint,complaint_number,complainant_name_org,category_of_complaint,complaint,place_of_incident,violation_of_law,action_initiated,status,date_of_action_taken,state_id,page,ai_animal_type,ai_dog_type,ai_complaint_type
28,15/04/2025,9-16/2025-26/1668/PCA,-,-,"Man deliberately drove into a stray dog eating food. attached a video of the perpetrator, man in purple shirt",-,-,-,-,28/04/2025,31,1,dog,stray,harm_or_threat_to_dogs
29,07/04/2025,9-16/2025-26/1623/PCA,Un known,-,"Good afternoon sir iam giving complaint againest killing my dog inside my home, when we are not avilable at home today morning","11-27,Mangapuram thanda villege, nelakondapalli mandal",-,-,-,28/04/2025,31,1,dog,pet,harm_or_threat_to_dogs
30,02/04/2025,9-16/2025-26/1608/PCA,Kishore Kumar,-,Complaint attached,"Indis Viva City,Venkateshwara Nagar, Kondapur",-,-,-,07/04/2025,31,1,unclear,Not Applicable,Not Applicable
31,29/03/2025,9-16/2024-25/1582/PCA,RAMAKRISHNA,-,The municipality people of Khammam people are treating Street dogs very harshly and there is no response from municipal commissioner also even if we complaint in grievance and online whatsapp every thing and there is no response and pet animals are being caught very rudely and harshly even the innocent dogs are being lifted and they are getting died due to the behaviour of them in the municipal kennels,"Roand no 4, PRASANTHI NAGAR, KHANAPURAM HAVELI,KHAMMAM",-,-,-,22/10/2025,31,1,dog,stray,harm_or_threat_to_dogs
32,09/01/2025,9-16/2024-25/1321/PCA,HIG Management,-,"Respected team

As a tenant pet owner we are being harassed by the management of Chitrapuri colony management that is openly threatening pet owners from walking pets in the communal space of the society. they have illegally added a no walking pets in society rule , The society has no rules or guidances in place to create a safe environment and force pet parents to walk dogs with health conditions on the open streets 

I have Added the document with rule number 10 stating the given illegal rule.

Requesting the teams assistance",HIG 1234 Chitrapuri colony Khajaguda Manikonda Telengana,-,-,-,22/10/2025,31,1,dog,pet,Not Applicable
33,28/12/2024,9-16/2024-25/1265/PCA,Varun Reddy,-,"I am Bhawna Chandnani W/o Vasudev Chandnani, this is to inform you that one Varun Reddy S/o Indrasena Reddy has filed a false complaint against a female community friendly dog in my Street- Narayanguda Street number 06 lane which is sterilized and vaccinated to the greater Hyderbad Municipal authority to forcefully to take her away from inside my apartment compound wall while it was chained inside my car garage and while I was in my flat upstairs sighting vague reason that they are taking the dog only for vaccination but I have strictly warned them on the previous day when they made a similar attempt from forcefully taking away the dog because Greater Hyderbad Municipal corporation dog catchers have already killed two community dogs taken from my colony lane sighting the above same reason even after taking a ransom money from me. All this trouble he had been giving me because he wants to forcefully stop teaching two wheeler riding only for two wheelers which I haveve been training since 1997 in the colony and adjoining lane. Now the dog has been rescued thanks to my son who was present at that time but the above gonna from GHMC and that Varun Reddy has mandated the local police and lodged a FIR in the police station against my son because he prevented the dog from being taken. I have duly vaccinated the dog again with anti rabies vaccine and registered the dog with GHMC app.",Street number 06 Lingampally Street Narayanguda Hyderabad -500027,-,-,-,07/10/2025,31,1,dog,stray,harm_or_threat_to_dogs
34,16/12/2024,9-16/2024-25/1221/PCA,K N Vidyashree,-,"I live in 401 flat no. of Sri Sai Datta Residency. I moved in here last year. There is a black community dog Blacky. It considers Sri Sai Datta Residency and the vicinity as its territory. One day I found him sick, I got him treated. Then, I have vaccinated Blacky against ARV, 9 in 1, anti-tick, deworming, trimming and cleaning. Blacky is living here past 8-9 years. past 6-7 months, I have been feeding him on the ground floor. I sheltered him during Diwali as I found him panicking. past 4-5 months,,, some residents of Sri Sai Datta Residency especially flat no.101 has started being violent during Blacky by beating him because she finds the dog barking at night on the street a disturbance for her. I tried educating the residents to stop being violent towards the dog. Now 101 flat is supported by flat 402, and now 502. They all are harassing, threatening and abusing me for feeding Blacky. They are being violent towards the dog too. Now they are planning to poison the dog, I need urgent help to protect Blacky and to protect myself. Please note that: Past 8-9 years, there is no incident of Blacky littering or attacking Sri Sai Datta Residents and the community members. Infact, he has been protecting the street and the residents. I have collected all the evidence against this cruelty. I am diabetic and dealing with daily harassments is taking a toll on my health","Plot no. 431B, 432B, Sri Sai Datta Residency, Flat no. 401, Block B, Sriram nagar colony, Kondapur, Hyderabad 500084",-,-,-,17/03/2025,31,1,dog,stray,harm_or_threat_to_dogs_and_feeders
35,14/12/2024,9-16/2024-25/1215/PCA,-,-,The dogs been tied with a short leash at the same place everyday without taking in for a walk only food and waters been given to the puppy. But no loves been given as the dog eat at the same place poops and pee to at the same place the dogs been mentally tortured we have tried speaking to the owner for more than 3 times he always says that yes I am doing a mistake will not repeat it but again next day he does the same.,Hno 3-54-198 Saraswathi nagar colony Lothkunta,-,-,-,17/03/2025,31,1,dog,pet,harm_due_to_fear
36,08/11/2024,9-16/2024-25/1140/PCA,Manager,-,"The Manager of this Kodali Guest House repeated beat a stray dog whcih stays in the neigbhourhood of Kodali Guest House for living on the doorsteps of Kodali Guest House. Today he has beaten it so hard on the head and it has started bleeding. He does not seem to have any remorse of beating a poor creature,which has not hurt anyone in that vicinity and lot of us argued and confronted him but he does not have any remorse","Kodali Guest House, Diamond Point, Transport Road, Secunderabad",-,-,-,02/12/2024,31,1,dog,stray,harm_or_threat_to_dogs
37,02/11/2024,9-16/2024-25/1124/PCA,Geetish Kate,-,"Similar to my last complaint I have one more same case on the other side of the house .
The Family members are so careless in their own world and I dont know how they survive and maintain themselves . The poor pet suffers because of they negligence for food and other services . The continuous barking of dogs is like a melodious music for them , The poor dog suffers and they hardly care . 
Since in todays world people dont have time for fellow humans what kind of time they would give to the poor pet . Keeping a dog is like a dignity in society but in the so off the poor pet is suffering . Please take necessary action .","Plot no 36 , Indrapuri Railway colony , west Marredpally, Secunderabad",-,-,-,02/12/2024,31,1,dog,pet,harm_due_to_fear
38,24/10/2024,9-16/2024-25/1107/PCA,P M Choudhary,-,"In the portion adjacent to us the pet dog is barking continuously day an night I doubt on the cruel attitude of the pet owners since One dog already  died in recent past . So many complaints made to Police but no respite from the dog barking . 
I pity on the present pet . Kindly take necessary action and spare the dog from the cruelty.","Plot no 35 , Indrapuri Railway Colony , West Marredpally ,Secunderabad",-,-,-,04/11/2025,31,1,dog,pet,harm_due_to_fear
39,13/10/2024,9-16/2024-25/1075/PCA,Sharath Nalla,-,"In an instagram video, a rooster has been hanged upside down for to deliver a content which may be considered as entertainment purpose. This is inhumane. Attached the screenshot of the video. Video url- https://www.instagram.com/reel/DBBgWbiSyUN/?igsh=ajhmbTV4eGx4c3Bs",-,-,-,-,27/11/2025,31,1,bird,Not Applicable,Not Applicable
40,12/10/2024,9-16/2024-25/1074/PCA,-,-,The dogs in my college are going to be thrown out on the roads after having been with us for years. One dog just had a litter and the others were neutered. Only 2 or 3 adult dogs and a litter of newly born puppies of only a few days. We have also seen security guards trying to hit the dogs because of management pressure. Please this has been happening for years help us. We just want them to keep the dogs in.,"Symbisis Law School, Hyderabad, Mamidipalle. Survey No. 292, Village : Mamidipalle Mandal, :, Nandigaon, Hyderabad, Telangana 509217",-,-,-,27/11/2025,31,1,dog,stray,harm_or_threat_to_dogs
41,19/09/2024,9-16/2024-25/1016/PCA,unknown,-,"We noticed 3 persons hanging a dogs neck to a metal wire and tortured them and broke its leg try to kill it and we tried to stop because its torture these people are killing dogs in the street with poison these street dogs are not harming anyoneplease look into this as this is really getting out of hands day by day these people needs to be educated about cruelty we are disturbed by seeing those cruelty
contact us so we can show these people who stays near our house","Near 32-381/1 , pangal road ,tirumala colony,wanaparthy",-,-,-,03/10/2024,31,1,dog,stray,harm_or_threat_to_dogs
42,26/06/2024,9-16/2024-25/814/PCA,-,-,"I would like to bring to your attention a concerning situation involving the welfare of a cat in our neighbors apartment. It appears that the cat is not being treated well, as it can be heard vocalizing from morning to night. Furthermore, the cat is being kept in a closed balcony, which raises concerns about its living conditions. We have attempted to communicate with our neighbors about this matter, but they have been dismissive, stating that it is their cat and they will handle it as they see fit. I believe it is important to address this situation promptly to ensure the well-being of the cat","Rambagh colony,150 pillar ,attapur,500048,",-,-,-,29/07/2024,31,1,cat,Not Applicable,Not Applicable
43,11/06/2024,9-16/2024-25/759/PCA,Vikaspillai,-,The concerned party is keeping an illegal dog breed and popularising breeding it in a social media platform along with his family creating an bad example,-,-,-,-,03/10/2024,31,1,dog,unclear,harm_or_threat_to_dogs
44,30/05/2024,9-16/2024-25/722/PCA,-,-,Policies have been made which are against the AWBI guidelines. Please help us in taking steps to get these removed and educate the society,"Flat no. 7294, Prestige Highfields ISB Road Financial District Nanakgramguda Hyderabad",-,-,-,03/10/2024,31,1,unclear,Not Applicable,Not Applicable
45,30/03/2024,9-16/2023-24/549/PCA,Isha,-,"Am a feeder , last year der wer 2 mother dogs with 17 puppies of less than 30 days old . One day dogs catcher came and took them all according to the bakery shop person as informed . I called my area dogs catcher but he told they dint come to my area and took any dog . N told maybe other area dogs catcher took it . Plz it was very heart breaking to feel that how those puppies wud have had their food and mother doggies wer very close to me just like my daughters . They took all of them away n they never came back . Relocation is illegal . Why they dint return all my dogs and catching puppies and mother is also not allowed . Now currently one mother has given birth to 5 puppies , am very scared and stressed if again dogs catcher take the mother n dogs . Plz help me to protect them n what can I do .","Hyline enclave, kingkoti main road, Hyderabad",-,-,-,10/07/2024,31,1,dog,stray,harm_or_threat_to_dogs
46,22/01/2024,9-16/2023-24/389/PCA,-,-,"These sheeps have been over stuffed in a small vehicle.
No space was provided for movement. 
Neither food nor water was provided. 
No handler was present with the animals. 
They were stacked upon each other. 
Few sheeps had their leg stuck. 
Vehicle number:- TS09UA4885","Cherlapally/ Mallapur, secunderabad . Telangana. 500051",-,-,-,21/02/2024,31,1,sheep,Not Applicable,Not Applicable
1,16/04/2026,9-7/2026-27/3052/PCA,-,-,pls.see attachments,-,-,-,-,21/04/2026,11,1,unclear,Not Applicable,Not Applicable
2,14/04/2026,9-7/2026-27/3045/PCA,Vicky Gupta,-,"I am writing to lodge a formal complaint against certain residents of our locality who have repeatedly engaged in unlawful and cruel acts against a family of street dogs. This is not an isolated incident but the third instance of such conduct, demonstrating a continuing pattern of deliberate mistreatment.
The present matter concerns a female street dog who has been relocated twice earlier and has, on both occasions, returned to her original territory. She recently gave birth to three puppies, all of whom are approximately three months old. Both the mother and the puppies are vaccinated, and there have been no incidents of aggression or harm caused by them to any resident.
Despite this, the individuals in question have once again orchestrated the removal of this dog family. It is important to note that such relocation is illegal under the Animal Birth Control Rules, 2001 and violates the protections guaranteed under the Prevention of Cruelty to Animals Act, 1960. Street dogs cannot be arbitrarily relocated, especially when they are vaccinated, sterilized, and non-aggressive.
Further, the conduct of these residents has not been limited to relocation. There have been repeated acts of cruelty, including attempts to run over the dogs with vehicles, beating them with sticks, and creating an environment of fear and violence. These actions are in direct contravention of statutory protections afforded to animals and constitute punishable offences.
It has also come to light that the person who initiated this relocation has paid private individuals to forcibly remove the dogs with explicit instructions not to return them to their original location. This deliberate attempt to permanently displace the animals reflects a clear intention to bypass the law and continue harassment.","Ward no.10, Babu Ram Kishan Ki Bagichi, Near S.D Modern School, Panipat, Haryana 132103",-,-,-,17/04/2026,11,1,dog,stray,harm_or_threat_to_dogs
3,02/01/2026,9-7/2025-26/2702/PCA,Hanuman mandir gaushala,-,"The people inside this Gaushala were beating the small cattles with sticks, pulling them holding their tails while transporting them into a small truck. They used rope to put in their necks, and in this process one of the cattles died. This is absolutely gruesome and unacceptable. i work in Candor TechSpace and I saw this happening with my own eyes. In this video, you can see a cattle lying dead on the ground.",Hanuman mandir gaushala,-,-,-,15/01/2026,11,1,cow,Not Applicable,Not Applicable
4,17/12/2025,9-7/2025-26/2659/PCA,Sandeep,-,"On 17 December 2025 at approximately 12:00 PM, certain residents in Raj Mohalla, Sonipat attempted to forcibly and illegally relocate community dogs residing in the area. During the incident, verbal threats and intimidation were directed towards the complainant, and the dogs were placed at risk of harm. The relocation of community dogs without due legal procedure and authorisation is illegal. Immediate intervention is requested to prevent any further illegal relocation attempts and to ensure the safety of the community dogs and residents.","Raj Mohalla, Murthal Adda Chowk, Sonipat , Haryana, 131001",-,-,-,15/01/2026,11,1,dog,stray,harm_or_threat_to_dogs_and_feeders
5,24/11/2025,9-7/2025-26/2585/PCA,Dilip Kumar,-,"I am resident of house no. 1791, sector 9-11, Hisar Haryana 
I feed and take care of stray dogs in my locality 
Some puppies in my area have food in my house and also sleep in my front yard at night to be protected from the cold.
Although we are doing nothing wrong and completely in legal boundaries our immediate neighbour, has unnecessary problems with the pups and has previously threatened to relocate the puppies forcibly and illegally.
Now suddenly 3 of the 6 puppies have gone missing 
They would certainly not leave a locality where they were being well fed and not 3 of them spontaneously.
We are suspicious that our neighbour has something to do with this and would like appropriate action against him and his family","Sector 9-11, Near Shivalik Park",-,-,-,27/11/2025,11,1,dog,stray,harm_or_threat_to_dogs
6,04/11/2025,9-7/2025-26/2533/PCA,Ankit Lamba,-,"People are having rooster fight and playing bets on the fight. I have the video recording for the same, cannot upload the video as a proof as the size of video is larger than the acceptable size.","Zara Aavas, Dhanwapur Rd, Surat Nagar, Sector 104, Gurugram, Tikampur, Haryana 122006",-,-,-,26/11/2025,11,1,bird,Not Applicable,Not Applicable
7,04/11/2025,9-7/2025-26/2530/PCA,-,-,"Most of these trucks bear registration numbers from the HR, RJ, UP, and PB series, and they use routes through Kharkhoda, Kundli, Rai, and Sonipat, passing via the KMP Expressway for smuggling","Kharkhoda, Kundli, Rai, and Sonipat, passing via the KMP Expressway",-,-,-,12/11/2025,11,1,unclear,Not Applicable,Not Applicable
8,26/09/2025,9-7/2025-26/2386/PCA,RWA Pioneer Park,-,"1. The society has banned large breed dogs.
2. For all dogs, elevator and a lot of places of society is now not allowed.","Pioneer Park Sector 61, Gurugram, Haryana",-,-,-,22/10/2025,11,1,dog,unclear,harm_fear_or_nuisance_by_dogs
9,19/09/2025,9-7/2025-26/2358/PCA,Vijay Kumar Lall,-,"I Vijay Kumar lall r/o 194 Sector 21D Faridabad would like to draw your kind attention on the cruelty of my pet Jerry by my neighbor Vijender Kaushik his wife saroj bala and his son Mayank Kaushik residence of 196 sector 21D Faridabad on 17/09/25 , they  openly threatened to kill my dog and moreover his son openly threatened to kill my wife and me.
We take full responsibility for our pet. Our pet is fully vaccinated, well cared for. Despite this, our neighbor has been
Using abusive and derogatory language.
Threatening and intimidating me and my wife on 17/09/25.
Objecting to the presence of our pet in the society premises.
Creating a hostile environment for us

Our life if threatened by this intimidation and we fear for our life.Same has been intimidated to the President RWA Sector 21 D for necessary action against our neighbor.
I request you to lodge this complain formally and please take necessary to save my pet and my life.",HNO 194 sector 21D Faridabad,-,-,-,03/12/2025,11,1,dog,pet,harm_due_to_fear
10,01/09/2025,9-7/2025-26/2289/PCA,Tarun Kaushik,-,"Our society was severely flooded, with water even entering the houses. In this situation, the community dogs had nowhere to seek shelter, so they went near Mr. Tarun Kaushiks house. However, instead of allowing them to sit there for some time or at least shooing them away humanely, he hit them with a stick and forced the mother dog along with her three puppies into the floodwater, which was around two feet deep. Attached the video of flooded area for reference.","House No. 1632, Maruti Kunj Society, Sohna Road Gurgaon, Haryana -
122102",-,-,-,26/09/2025,11,1,dog,stray,harm_or_threat_to_dogs
11,01/09/2025,9-7/2025-26/2288/PCA,Anju Badoga,-,"Our society was severely flooded, with water even entering the houses. In such a situation, the community dogs had nowhere to seek shelter, so we allowed them to stay temporarily in the staircase area. However, Mrs. Anju harassed us and strongly opposed this humanitarian act. Despite explaining to her that it was only for one day due to the emergency, she responded by saying that she has no humanity. I have attached the video showing the flooding could not make one when the interaction was happening as our first priority were the puppies who were literally drowning.","House No. 1632, Maruti Kunj Society, Sohna Road Gurgaon, Haryana",-,-,-,26/09/2025,11,1,dog,stray,harm_or_threat_to_feeders
12,24/08/2025,9-7/2025-26/2258/PCA,-,-,"I am writing to bring to your attention the continuous neglect and cruel treatment of a dog owned by my neighbors.

The dog is often tied up in an open area for long hours, even during heavy rain. The owners rarely take the dog for proper walks or allow it to relieve itself in a suitable place. As a result, the dog barks and cries for extended periods, clearly showing distress and discomfort.

It is heartbreaking to see an innocent animal suffer due to lack of care and compassion. The neglect not only causes unnecessary pain to the dog but also disturbs the peace of the surrounding homes because of the constant barking.

I kindly request you to take appropriate action by speaking to the owners and ensuring that the animal receives proper care as per animal welfare guidelines. If the situation continues, I request that stricter measures be taken to prevent further cruelty.

Thank you for your attention to this matter.

Sincerely,","Gali No. 4, Sheetal Nagar Rohtak",-,-,-,23/09/2025,11,1,dog,pet,Not Applicable
13,19/08/2025,9-7/2025-26/2240/PCA,-,-,Help the dog sire this dog is held in the backyard for around straight 7 days and more without any shelter where this dog is getting weak and barking all the time. This is because that dog bite there childrens i  think but this is inhuman where for the punishment they tiw that dog for around 1 week and more without any food and shelter where that dog was in open area in rain and extrem heat of sun and no water. So please help that poor dog out and also keep my identity private cause it can cause the war.,Rasina kaithal near power house 136042,-,-,-,23/09/2025,11,1,dog,unclear,harm_or_threat_to_dogs
14,17/08/2025,9-7/2025-26/2225/PCA,Ram juaya,-,Every day hit dogs and there puppies,Krishanpura kherewali gali panipat,-,-,-,23/09/2025,11,1,dog,stray,harm_or_threat_to_dogs
15,12/08/2025,9-7/2025-26/2201/PCA,-,-,Stray dog fear,-,-,-,-,22/10/2025,11,1,dog,stray,harm_due_to_fear
16,07/08/2025,9-7/2025-26/2171/PCA,RWA Habitat Apartments,-,"1. Habitat 99A RWA team doing cruelty against animals by making compulsory for pet dogs to wear mask.
2. RWA team is continuously harrasing pet owners by daily applying their own rules without knowing about the rules and guidelines of AWBI.
3. RWA team is doing cruelty against animals by not allowing pet animals to use park. RWA is not making park accessible timings for pet animals. As per them pet animals are not allowed in park.
4. RWA team is doing cruelty against animals by not allowing them to use society lifts.
5. RWA team is banning pet animals if they are not muzzled/masked inside the society.","Conscient Habitat, Sector-99A, Gurugram",-,-,-,22/10/2025,11,1,dog,pet,harm_due_to_fear
17,07/08/2025,9-7/2025-26/2169/PCA,-,-,"Hi, I am a resident of Aagman Society, Sec-70 Faridabad. I have a complaint of illegally relocating a neutered society dog to an unknown place which the RWA and their staff is not disclosing. Upon asking about that dog whereabouts they are not helping in even just to confirm if the dog is safe and sound. I have been feeding this dog since last 8-9 months. I just got him neutered few months back. I even called police for their help but they do not really care about. Mujhe bs itna janna hai in logo ne use kaha relocate kiya. Taki mai use dekh pau. Pls meri help kijiye kyuki koi bhi nahi kar raha. The dog name is lucky.",-,-,-,-,22/10/2025,11,1,dog,stray,harm_or_threat_to_dogs
18,04/08/2025,9-7/2025-26/2158/PCA,Health Officer,-,"Abandoning any animal for any reason can booked for the violation of - Section 11.1.i and Section 11.1.j, PCA Act, 1960, whereas many castles roaming, threat to public life, animals as well, read with article 48 and 51A of Indian Constitution, section 2.2, 61.2, 62, 223, 270, 291, 299, 316.5, 325 BNS, with section 2, 3, 11 and 38 of the Prevention of Cruelty to Animals Act, 1960, which hurt my religious feeling and believe.
Remembering Chaudhary Om Prakash Kadyan with Smt. Prem Kaur Dhankar, founder of PFA Haryana, and Chaudhary Sardar Singh Khatkar with Smt. Basant Mala Dahiya, for animals, as Community Policing as Scouting for fundamental duties in good faith.
Being an active part of Community Policing as man of many achievements and distinctions: Voice for voiceless: Fighter by spirit: Jat by birth: Philanthropist by profession: Activist by mission: Cobbler by qualification: Scouting by passion: Humanitarian by choice: Gandhian by vision and action, habitual khadi wearers and speaking truth, performing fundamental duties, as social reformer, compassionate citizen, and unpaid labour for flora and fauna, with our mission: Conservation beyond imagination, during the Golden Jubilee years of activism, nothing for gain and profit, Whistleblower for community service, it is humbly submitted that:
1.	I am a retired non-official Member, State Committee for Slaughter Houses, Department of Urban and Local Bodies -Govt. of Haryana, established as per directions of Supreme Court of India, in CWP No. 309 of 2003.
2.	I am a Master Trainer in Animal Welfare, decorated by the Govt. of India, retired as Commissioner, Bharat Scouts and Guides, Haryana.
3.	Lifetime working as Chief National Commissioner, Scouts and Guides for Animal and Birds, along with National Authority for Animal Welfare, OIPA: Indian People for Animals.
4.	I had been CPCSEA nominee, Nodal Inspecting Authority for Haryana and adjoining Rajasthan, for Animal Welfare Division -Govt. of India and Inspecting Authority for Animal Welfare Board of India, for Haryana and Punjab, as per item No. 3 of 39th AGM of AWBI, keeping in view the recommendations of Screening Committee of AWBI.
5.	I had been volunteers of Wildlife Crime Control Bureau, and Convener of Animal Welfare Political Party, political wing for flora and fauna, and AWBI - NIAW Alumni Association.
6.	International Union for Conservation of Nature: IUCN - 2021-2025: Member, Commission on Education and Communication / CEC Nature for all Network / CEC Reimagine Conservation Network / CEC Nature Education for Sustainability Network / CEC Youth Engagement, and Intergenerational Partnerships.
Fundamental duties: It shall be the duty of every citizen of India:
a. to abide by the Constitution and respect its ideals and institutions, the National Flag, and the National Anthem.
b. to cherish and follow the noble ideals which inspired our national struggle for freedom.
c. to uphold and protect the sovereignty, unity, and integrity of India.
d. to defend the country and render national service when called upon to do so.
e. to promote harmony and the spirit of common brotherhood amongst all the people of India transcending religious, linguistic, and regional or sectional diversities, to renounce practices derogatory to the dignity of women.
f. to value and preserve the rich heritage of our composite culture.
g. to protect and improve the natural environment including forests, lakes, rivers and wildlife, and to have compassion for living creatures.
h. to develop the scientific temper, humanism and the spirit of inquiry and reform.
i. to safeguard public property and to abjure violence.
j. to strive towards excellence in all spheres of individual and collective activity so that the nation constantly rises to higher levels of endeavour and achievement.
k. who is a parent or guardian to provide opportunities for education to his child or, as the case may be, ward between the age of six and fourteen years.
Cow of indigenous species, are abandoned all around Haryana, whereas 22 District Society for Prevention of Cruelty to Animals, are never been notified but non-functioning along with selective work, instead installing and functioning of Infirmaries and scanner at every toll plaza, by the Haryana State Animal Welfare Board and Haryana Gau Seva Ayog.
Immediate rescue all cows and monkey, all around Faridabad, for further treatment, care and shelter, treat it urgent, restoring their five freedoms, keeping in view, Rule 3 of Veterinary Council of India Standard of Professional Conduct, Etiquette and Code of Ethics, for Veterinary Practitioners Regulations, 1992.
Declaration and oath by a veterinarian: Being admitted to the profession of veterinary medicine-
1. I solemnly swear to use my scientific knowledge find skills for the benefit of society through the protection of animal health, the relief of animal suffering, the conservation of livestock, resources, the promotion of public health,",Municipal Corporation Faridabad,-,-,-,30/09/2025,11,1,cow,Not Applicable,Not Applicable
19,26/07/2025,9-7/2025-26/2103/PCA,-,-,"Hello,
I have reason to believe that a community kitten, whose mother along with three other kittens took shelter there during the rains was killed by being thrown over by someone from above C Block Tower in the said complex. This was brought to my knowledge after a week by someone who works there and would not like their identity to be disclosed. I would urgently like you to initiate an inquiry into the matter as I had been previously residing in HexTax myself and have been tremendously harassed by the residents there for taking care of the cats there. Many have been very vocal in threatening me for feeding them even when I was given a designated area. I was warned by them that cats are bad luck and they blamed me for the cats moving around in the complex even though they were born there and lived there. I have also often dealt with one kid bullying and chasing the cats and throwing large stones at them during the times I used to feed them. He did not budge even after my warning him in front of his parents who encouraged this behaviour by never stopping him. 
The kitten was found lying with its leg broken on the central podium in front of C Tower. I do not believe it fell down as the kittens were not even two months old and were still being nursed by their mother.
Please treat this matter urgently and if possible please issue a warning to the residents there and inform them of animal rights and that any harm to any animal is abuse and can have severe consequences. 
Thank you and regards,
Anuradha",HexTax Commune Society,-,-,-,27/08/2025,11,1,cat,Not Applicable,Not Applicable
20,19/07/2025,9-7/2025-26/2066/PCA,-,-,"Cruelty to cow , owner denying to do anything for her also other society peoples trying to help the cow then owner tgreatnibg them as well.","Tirkha colony , Faridabad , 5 no dairy.",-,-,-,31/07/2025,11,1,cow,Not Applicable,Not Applicable
21,16/07/2025,9-7/2025-26/2052/PCA,Harjas Kour Sethi,-,"ATTACHING LOW QUALITY EVIDENCE DUE TO SIZE LIMIT, HAVE EMAILED ORIGINAL VIDEOS AND EVIDENCE TO YOU, FROM MY EMAIL ID: MAILSTOHARJAS@GMAIL.COM

Complaint against G99 Society, Sector 99, Gurugram
Grounds:
1. Non compliance with ABC and immunization programs of strays.
2. No feeding stations earmarked in the society.
3. Harassment of feeders.
4. Strong suspicion of harm being caused to newly born pups and dogs. They go missing and there is no accountability.
5. Random calls going to MCG asking for dogs to be picked up saying the dog is biting after death of her puppies.
6. Incident of assault, criminal intimidation and othet crimes perpetrated against me by G99 residents, details herebelow:
COMPLETE COMPLAINT IS ATTACHED AS PDF","G99 Society, Sector 99 Gurgaon",-,-,-,21/07/2025,11,1,dog,stray,harm_or_threat_to_dogs_and_feeders
22,12/07/2025,9-7/2025-26/2037/PCA,-,-,Pls.see the attachment for more details.,-,-,-,-,16/07/2025,11,1,unclear,Not Applicable,Not Applicable
23,03/07/2025,9-7/2025-26/1993/PCA,Vivek mishra,-,A dog is severe infected by some skin disease please pick it up to hospital or ngo,Harkesh nagar near hk public school faridabad,-,-,-,08/07/2025,11,1,dog,stray,harm_or_threat_to_dogs
24,27/06/2025,9-7/2025-26/1977/PCA,Facility Manager,-,"1. Society management imposing Rs. 200 fine on not using Muzzle/mouth covering for pet dogs. Making it compulsory to use muzzle/mask and harassing pet owners if not using muzzle.
2. Pets dogs are not allowed inside society premises for walking in park or inside society pavements/sidewalks/roads even in night when no human is present in park or in society pavements.
3. Society management not making time slots for people and pet animals park access.
4. Society management Harassing pet owners if pet owners walking with their leashed pets dogs inside society sidewalks/parks.","Consicent Habitat, Sector-99A",-,-,-,14/07/2025,11,1,dog,pet,harm_due_to_fear
25,26/06/2025,9-7/2025-26/1970/PCA,Greencourt Society Management,-,"Urgent Concern: Illegal Relocation of Stray Dogs Against Supreme Court Guidelines

Repected Committee Members/Concerned Authorities, 

I hope this message finds you well.

I write to you with a heavy heart and deep concern regarding the recent and unlawful relocation of stray dogs from our society premises. These animals, who have lived peacefully among us for years, have been suddenly removed an act not only heartbreaking but also in direct violation of the Honourable Supreme Court guidelines.

It is important to remember that the Supreme Court of India, through multiple judgments, has clearly mandated that stray dogs cannot be relocated or removed forcefully from their territories unless under specific circumstances laid out by law. These rulings are grounded in compassion, the constitutional right of every living being to exist, and the importance of co-existence in a humane society.

Furthermore, let us reflect on the fact that not a single case of dog biting has been reported in our society. These animals have shown no aggression, and many residents, including children and the elderly, have coexisted with them without fear or discomfort. Their sudden disappearance not only disrupts this balance but may invite more unsterilized dogs from outside to enter, undoing years of peaceful coexistence.

We urge the concerned individuals or committee to kindly look into this matter with empathy and urgency. Let us align our actions with the law and our shared values of compassion and responsibility.

We request that immediate steps be taken to trace and return the dogs to their rightful territory, and to ensure that such actions are not repeated in the future. A humane and lawful approach is the only path forward.

Thank you for understanding and standing up for what is both legally and morally right.

Warm regards,
Sourav Katoch,
Resident Greencourt Society,
Mobile number 9599956097","Greencourt Society, Sector 90, Gurgaon, Haryana, 122505",-,-,-,14/07/2025,11,1,dog,stray,harm_or_threat_to_dogs
26,17/06/2025,9-7/2025-26/1921/PCA,Abhinav Sharma,-,A 5-6 months old puppy was beaten so hard that it almost died The back is broken and is unable to walk.,-,-,-,-,16/07/2025,11,1,dog,pet,Not Applicable
